Overall,Potential,Value(in Euro),Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Wage(in Euro),Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,ST Rating,LW Rating,LF Rating,CF Rating,RF Rating,RW Rating,CAM Rating,LM Rating,CM Rating,RM Rating,LWB Rating,CDM Rating,RWB Rating,LB Rating,CB Rating,RB Rating,GK Rating,Attacking Work Rate_High,Attacking Work Rate_Low,Attacking Work Rate_Medium,Defensive Work Rate_High,Defensive Work Rate_Low,Defensive Work Rate_Medium
55,63,275000,20,175,72,1295,274,600,1,3,2,1,62,56,38,49,18,51,26,59,54,49,43,47,39,28,30,49,61,63,58,54,60,54,62,51,57,52,31,13,56,41,56,40,16,10,17,14,14,9,12,10,57,50,52,52,52,50,52,50,45,50,37,34,37,36,33,36,19,0,0,1,0,0,1
55,68,275000,19,179,72,1386,309,500,1,3,2,1,67,37,46,52,50,57,49,38,45,51,30,50,38,36,45,51,68,66,62,48,61,40,51,64,58,30,46,50,42,40,38,41,49,53,52,8,7,6,5,9,48,49,47,47,47,49,50,53,50,53,55,53,55,55,53,55,14,0,0,1,0,0,1
55,63,275000,23,176,77,1393,302,3000,0,4,2,1,69,51,50,56,24,52,49,54,45,53,44,56,48,46,51,55,68,69,64,50,62,49,56,49,60,47,34,20,50,48,59,43,19,27,21,9,9,5,8,9,55,55,54,54,54,55,56,56,51,56,44,41,44,42,37,42,15,0,0,1,0,0,1
55,65,240000,20,188,70,951,323,500,1,4,1,1,56,54,59,56,40,58,12,7,14,29,9,8,11,19,14,39,41,39,21,39,21,44,44,29,51,11,37,19,11,41,21,34,11,14,12,56,54,59,58,56,26,24,25,25,25,24,28,27,28,27,25,27,25,25,26,25,56,0,0,1,0,0,1
55,72,275000,18,189,84,910,302,500,1,3,1,1,53,57,55,58,27,52,10,6,14,17,7,10,14,13,26,14,27,26,35,48,38,41,50,28,65,8,28,15,8,39,16,23,9,12,11,53,57,55,52,58,22,18,19,19,19,18,22,21,24,21,20,24,20,20,24,20,56,0,0,1,0,0,1
55,63,275000,20,176,64,1459,311,500,1,2,2,1,62,44,52,56,48,49,54,47,45,54,34,56,42,41,48,54,63,61,65,48,66,41,61,58,44,38,45,47,54,53,44,52,45,52,49,11,13,13,7,6,52,54,52,52,52,54,55,56,54,56,55,52,55,54,51,54,16,0,0,1,0,0,1
55,60,150000,24,203,77,802,293,2000,1,2,1,1,56,52,53,57,22,53,12,6,12,23,5,6,12,12,24,11,22,22,23,50,22,40,37,19,42,8,19,9,8,31,12,31,18,13,13,56,52,53,53,57,20,16,18,18,18,16,21,20,22,20,20,22,20,20,22,20,56,0,0,1,0,0,1
55,62,240000,23,171,64,1337,279,1000,1,2,2,1,64,28,35,50,55,47,46,26,41,36,26,52,28,26,26,38,66,62,64,55,87,22,66,63,38,32,45,56,50,33,35,39,53,59,56,10,9,14,10,7,42,45,43,43,43,45,44,48,43,48,55,49,55,55,53,55,16,0,0,1,0,0,1
55,55,45000,34,182,73,1363,289,3000,1,3,2,1,58,29,46,41,50,65,65,25,48,47,27,35,56,20,45,40,66,51,62,51,61,46,69,62,68,21,58,53,21,29,30,36,47,52,50,10,14,11,12,11,41,41,37,37,37,41,40,46,43,46,54,52,54,55,55,55,18,0,1,0,1,0,0
55,72,325000,17,168,56,1508,304,500,1,3,2,1,63,43,55,55,45,43,39,38,40,64,36,51,55,42,62,50,62,64,78,51,92,52,72,60,33,44,39,47,57,55,41,47,44,47,47,5,12,10,10,9,51,53,52,52,52,53,57,56,57,56,53,53,53,52,48,52,16,0,0,1,0,0,1
55,61,210000,21,192,84,1340,285,1000,1,3,2,1,51,59,39,43,26,67,31,52,63,45,49,40,40,49,34,45,51,51,47,45,37,70,63,47,83,66,55,19,54,38,56,45,21,22,26,12,5,6,8,10,57,46,49,49,49,46,48,46,44,46,37,38,37,37,41,37,15,1,0,0,0,1,0
55,67,300000,19,178,71,1422,307,4000,1,2,3,1,72,57,51,56,28,43,48,59,45,51,56,56,53,46,48,54,71,73,67,39,70,63,39,33,49,49,39,26,55,57,58,53,20,31,30,7,6,9,6,9,57,56,55,55,55,56,57,56,50,56,43,41,43,42,38,42,13,1,0,0,0,0,1
55,62,250000,20,172,77,1478,313,700,1,3,3,1,61,48,54,58,43,49,44,52,38,62,36,55,44,36,55,57,55,66,72,53,75,44,59,59,47,49,37,47,53,55,40,52,38,48,40,14,13,12,14,9,53,55,55,55,55,55,58,57,57,57,53,53,53,52,48,52,19,1,0,0,0,0,1
55,76,375000,18,179,73,1515,330,850,1,3,2,1,74,36,47,54,51,68,40,29,55,53,30,53,38,40,50,53,76,72,60,65,61,53,70,71,69,32,60,50,40,44,46,46,50,52,49,7,15,9,15,8,52,51,50,50,50,51,52,55,53,55,57,56,57,58,57,58,19,0,0,1,0,0,1
55,69,275000,19,180,70,1363,291,1000,1,2,2,1,61,27,38,46,52,67,29,22,53,46,25,44,31,33,42,42,64,58,60,49,65,41,87,55,71,21,65,50,33,34,38,39,52,53,53,9,14,6,11,7,43,41,40,40,40,41,43,45,44,45,50,52,50,52,57,52,16,0,0,1,0,0,1
55,66,275000,21,174,70,1386,286,800,0,3,2,1,62,31,44,46,52,51,54,29,43,42,26,51,47,48,40,32,58,66,52,53,73,32,52,60,43,30,57,52,45,40,38,43,53,54,56,15,14,11,6,14,43,45,43,43,43,45,44,49,45,49,54,50,54,55,52,55,19,0,0,1,1,0,0
55,73,325000,18,190,80,1455,318,700,0,3,2,1,69,45,54,55,37,58,38,44,46,61,47,53,51,44,53,54,66,72,68,48,51,51,56,46,68,40,48,24,47,62,49,57,32,43,48,14,6,6,12,7,54,53,53,53,53,53,57,55,54,55,48,49,48,48,47,48,16,0,0,1,0,0,1
55,58,170000,25,180,74,1518,321,500,1,3,3,1,75,42,49,58,39,58,50,43,49,50,48,55,43,36,51,52,77,74,88,50,73,44,76,57,56,35,60,37,52,50,41,51,31,44,42,15,9,9,12,9,53,54,52,52,52,54,55,56,52,56,51,49,51,51,48,51,17,0,0,1,0,0,1
55,64,250000,21,185,84,885,291,1000,1,2,1,1,58,54,55,57,18,49,15,7,11,31,6,7,12,11,24,19,18,19,28,46,44,41,60,25,60,5,29,12,5,28,15,25,7,14,13,58,54,55,49,57,22,17,19,19,19,17,22,21,24,21,21,25,21,21,24,21,56,0,0,1,0,0,1
55,60,170000,25,190,84,1264,270,1000,1,2,2,1,42,30,38,41,52,67,29,22,42,55,29,34,20,20,41,44,41,43,49,53,52,45,73,54,78,36,52,49,25,25,33,39,51,58,56,11,7,12,14,11,41,37,37,37,37,37,41,41,45,41,50,53,50,51,57,51,17,0,1,0,1,0,0
55,75,350000,18,183,70,1516,324,800,1,3,2,1,67,48,55,58,46,50,55,48,50,60,35,55,43,40,54,58,69,66,68,50,64,53,63,62,42,45,50,40,55,55,40,60,40,52,50,13,13,13,8,7,55,56,55,55,55,56,58,59,57,59,56,53,56,55,50,55,17,0,0,1,0,0,1
55,71,300000,18,175,65,1333,292,550,0,3,2,1,68,29,36,50,55,54,50,30,35,29,24,53,27,40,29,40,69,68,64,49,60,25,61,55,52,29,58,56,42,39,32,50,58,58,55,6,14,7,13,6,42,46,42,42,42,46,44,48,42,48,54,49,54,55,54,55,16,0,0,1,0,0,1
55,76,400000,19,171,65,1425,302,500,1,3,2,1,66,52,47,60,34,43,40,52,45,50,49,61,40,41,49,59,60,70,56,50,75,61,63,50,40,43,37,26,58,50,47,59,30,38,36,8,9,7,13,12,56,55,56,56,56,55,56,56,52,56,47,44,47,46,41,46,17,1,0,0,0,0,1
55,73,325000,18,187,63,1325,295,700,1,2,2,1,81,53,41,50,18,52,37,55,49,47,44,48,38,32,32,50,79,82,56,47,59,56,51,58,59,48,27,11,55,44,56,47,14,17,17,13,11,13,8,12,57,53,53,53,53,53,52,54,45,54,40,35,40,39,33,39,17,0,0,1,0,0,1
54,69,240000,18,180,70,1423,308,1000,1,3,2,1,64,41,49,53,49,52,51,46,47,51,33,51,43,39,43,53,69,60,54,51,68,36,64,62,48,35,45,51,52,51,41,51,45,51,48,6,5,5,8,11,51,52,51,51,51,52,53,55,52,55,55,52,55,54,51,54,14,0,0,1,0,0,1
54,62,230000,21,166,60,1336,290,500,0,3,2,1,66,26,44,49,50,55,47,24,41,46,28,49,38,26,44,45,67,66,61,49,66,25,63,61,55,24,45,54,47,44,30,40,48,53,52,10,10,6,6,6,43,47,44,44,44,47,47,51,48,51,54,51,54,54,52,54,14,1,0,0,0,0,1
54,68,250000,19,178,75,1408,305,500,1,3,2,1,63,37,53,56,42,54,55,32,38,57,29,56,48,37,52,58,64,63,60,48,62,50,58,49,56,35,53,44,46,50,39,36,41,42,40,10,12,6,6,12,49,52,51,51,51,52,54,55,53,55,52,51,52,51,48,51,16,0,0,1,0,0,1
54,77,350000,17,172,64,1373,293,500,1,2,2,1,71,57,45,58,19,43,41,59,48,50,41,57,46,40,40,56,72,70,73,45,71,57,60,53,40,59,35,20,48,43,51,48,18,12,11,14,13,11,6,13,56,55,54,54,54,55,55,55,48,55,40,36,40,38,32,38,17,0,0,1,0,1,0
54,65,240000,20,163,59,1390,304,500,1,3,3,1,87,42,45,56,29,45,43,44,32,47,39,52,45,40,43,50,90,85,84,50,86,43,65,51,44,38,33,35,52,45,35,48,25,28,27,9,6,6,8,10,51,54,52,52,52,54,54,55,48,55,47,42,47,46,38,46,15,0,0,1,0,1,0
54,62,200000,19,184,84,889,294,500,1,3,1,1,54,51,56,55,28,50,12,9,10,23,5,14,12,14,25,10,29,27,39,51,46,42,55,24,56,8,17,14,8,28,13,28,9,10,13,54,51,56,50,55,23,19,20,20,20,19,22,22,23,22,21,23,21,20,22,20,55,0,0,1,0,0,1
54,54,120000,27,191,80,1307,267,900,1,3,2,1,59,58,39,47,23,41,29,64,61,45,45,44,43,32,35,47,62,56,56,55,61,55,65,53,37,51,30,19,54,43,57,43,17,19,18,15,9,13,11,6,54,49,52,52,52,49,51,50,45,50,38,36,38,37,34,37,17,0,0,1,0,0,1
54,72,275000,17,177,67,1450,312,500,0,3,2,1,73,45,54,59,38,43,52,45,39,60,34,56,39,34,59,58,72,73,71,50,78,52,64,58,35,40,41,42,53,48,35,48,31,42,40,6,14,10,8,11,53,56,54,54,54,56,57,59,56,59,53,50,53,52,44,52,16,0,0,1,0,0,1
54,54,70000,29,185,80,867,296,500,1,2,1,1,54,55,53,52,28,54,11,8,11,29,9,10,13,13,23,14,26,30,27,43,43,40,56,28,46,6,22,12,8,27,11,24,7,14,12,54,55,53,54,52,22,18,19,19,19,18,22,22,23,22,21,23,21,21,22,21,54,0,0,1,0,0,1
54,68,250000,20,181,62,1329,285,3000,0,3,2,1,59,25,38,45,52,66,42,20,49,46,27,38,29,22,34,50,62,57,45,48,79,34,77,66,70,21,53,52,30,30,34,44,51,54,50,6,14,14,13,12,42,41,39,39,39,41,41,45,44,45,53,52,53,54,56,54,17,0,0,1,1,0,0
54,68,210000,17,192,78,898,288,500,1,2,1,1,58,54,58,55,17,46,20,11,12,27,8,18,17,11,21,15,16,18,22,48,53,44,58,21,51,10,19,8,9,40,17,33,9,13,11,58,54,58,46,55,23,20,22,22,22,20,25,23,25,23,21,23,21,19,22,19,55,0,0,1,0,0,1
54,62,230000,21,187,81,1371,302,500,1,3,2,1,69,37,40,47,48,61,46,38,43,42,29,48,28,33,36,42,63,74,60,45,55,35,64,75,60,35,47,51,47,37,37,40,45,49,55,14,7,5,13,13,47,47,45,45,45,47,46,50,46,50,54,49,54,54,52,54,17,0,0,1,0,0,1
54,63,240000,20,185,75,1300,284,1000,1,2,2,1,70,54,41,50,18,51,29,60,49,49,40,49,34,31,34,49,70,70,51,53,58,44,69,51,57,52,31,12,54,49,57,49,13,17,13,13,12,7,15,8,56,52,53,53,53,52,54,52,47,52,38,35,38,36,33,36,18,0,0,1,0,0,1
54,62,220000,17,188,79,1354,293,500,1,2,2,1,62,53,39,51,23,65,25,54,57,48,45,51,37,30,34,50,61,63,56,49,60,55,72,61,73,48,50,19,54,42,56,49,20,18,16,10,10,8,12,10,56,50,52,52,52,50,52,51,46,51,39,39,39,38,39,38,17,1,0,0,0,0,1
54,63,230000,21,183,75,1213,261,500,1,2,2,1,53,23,33,39,55,58,28,21,49,38,28,34,23,21,35,40,54,53,39,48,60,32,76,54,63,16,45,52,24,31,36,46,52,61,58,14,8,8,7,5,38,35,35,35,35,35,37,39,40,39,49,50,49,52,56,52,15,0,0,1,0,0,1
54,66,240000,20,198,94,1153,262,2000,1,2,2,1,51,24,32,34,54,67,28,19,57,40,28,30,24,24,29,38,49,52,33,43,34,41,43,58,81,17,48,52,21,27,22,41,53,56,54,10,13,12,8,9,39,33,33,33,33,33,35,37,38,37,48,49,48,51,56,51,16,0,0,1,0,0,1
54,68,220000,19,181,75,944,309,600,1,3,1,1,55,52,51,56,43,52,14,10,10,26,9,15,15,11,29,20,42,44,45,45,47,38,65,20,48,10,21,10,6,25,18,25,9,12,14,55,52,51,52,56,24,22,22,22,22,22,25,25,24,25,23,23,23,22,22,22,55,0,0,1,0,0,1
54,61,200000,21,195,88,1143,247,1000,1,2,2,1,33,27,32,34,53,68,24,17,56,42,22,29,22,23,34,40,29,37,29,41,34,58,59,62,77,19,55,51,21,28,34,38,50,56,51,10,6,12,6,9,38,30,32,32,32,30,34,35,40,35,46,50,46,48,56,48,14,0,1,0,0,0,1
54,68,250000,17,182,71,1421,307,500,1,4,4,1,74,47,47,56,31,52,44,45,39,49,40,55,52,43,43,51,76,72,71,50,79,48,59,58,56,50,33,25,48,51,48,56,36,29,23,13,9,7,7,12,52,53,52,52,52,53,54,55,50,55,46,43,46,44,40,44,16,1,0,0,0,0,1
54,73,240000,18,182,74,855,293,500,1,2,1,1,55,54,57,52,23,52,14,5,14,17,5,11,14,12,27,14,27,16,23,47,49,43,57,22,47,6,25,9,4,28,17,39,5,14,13,55,54,57,52,52,20,16,18,18,18,16,20,20,22,20,19,21,19,19,21,19,55,0,0,1,0,0,1
54,66,250000,19,177,70,1422,305,550,1,3,2,1,74,51,49,56,20,55,41,53,49,53,34,54,49,46,49,54,73,74,73,54,74,50,70,68,56,48,31,15,47,49,62,41,16,18,18,9,5,6,12,12,55,55,54,54,54,55,56,57,51,57,44,40,44,41,35,41,16,1,0,0,0,1,0
54,77,325000,18,183,75,1333,280,500,1,3,2,1,59,27,39,49,54,52,25,23,55,50,28,48,42,26,46,50,55,62,52,43,61,38,84,35,58,22,51,55,32,33,38,45,53,55,51,14,15,14,7,12,43,42,42,42,42,42,44,45,45,45,49,52,49,51,56,51,18,0,0,1,0,0,1
54,68,250000,18,174,68,1368,294,500,1,3,2,1,70,54,43,53,20,54,39,54,49,48,49,53,33,33,34,49,70,70,56,50,68,56,65,59,57,52,36,18,56,49,61,52,22,13,13,13,11,12,13,7,56,53,54,54,54,53,54,54,47,54,41,37,41,39,34,39,17,0,0,1,0,0,1
54,73,250000,16,182,70,1442,305,500,0,3,2,1,63,42,48,51,47,54,51,46,42,53,44,48,39,42,49,51,65,61,60,47,68,35,63,62,49,38,55,44,52,38,42,37,45,52,49,6,13,12,6,15,50,51,49,49,49,51,51,53,51,53,54,52,54,53,51,53,16,0,0,1,0,0,1
54,70,275000,19,182,78,1308,284,1000,1,2,2,1,71,55,36,45,20,57,28,61,53,44,40,38,36,32,25,45,70,72,69,54,61,54,63,57,66,48,33,12,53,41,55,44,24,14,13,13,9,5,5,15,56,49,51,51,51,49,50,49,42,49,38,34,38,37,35,37,17,1,0,0,0,0,1
54,65,240000,20,178,60,1364,295,2000,1,3,2,1,69,53,43,53,22,55,39,56,53,48,44,52,38,37,44,53,68,69,58,52,63,52,63,60,57,51,42,20,50,42,53,49,17,19,16,7,12,10,5,14,56,53,53,53,53,53,53,54,48,54,42,39,42,40,36,40,16,0,0,1,0,0,1
54,67,240000,19,192,83,1257,282,500,1,3,2,1,63,26,34,41,52,66,23,25,50,42,26,40,29,20,38,36,66,60,54,51,52,30,66,52,78,22,53,50,28,34,32,38,52,54,53,7,8,9,12,5,41,39,38,38,38,39,41,42,42,42,49,50,49,51,56,51,15,1,0,0,0,0,1
54,61,210000,20,170,67,1393,294,550,1,3,2,1,63,42,52,56,42,39,38,42,38,61,29,56,41,36,56,55,63,63,59,54,73,42,44,53,33,41,37,45,52,56,42,38,33,49,45,9,13,13,11,11,50,53,53,53,53,53,57,56,56,56,52,51,52,51,46,51,18,0,0,1,0,0,1
54,74,275000,19,188,82,1172,257,600,1,2,2,1,51,21,37,33,55,60,28,17,41,49,20,25,23,21,43,33,54,48,47,48,54,27,48,47,72,22,50,55,25,27,29,45,59,57,51,15,12,7,6,12,36,33,33,33,33,33,36,38,41,38,48,52,48,50,56,50,17,0,1,0,0,0,1
54,61,210000,20,173,64,1507,324,500,1,4,2,1,66,48,51,57,49,53,41,49,36,56,41,56,47,44,53,55,67,65,68,51,69,50,58,63,47,42,52,47,56,53,47,56,56,48,43,9,7,10,7,14,53,54,54,54,54,54,57,57,56,57,54,54,54,53,51,53,16,0,0,1,0,0,1
54,65,210000,21,194,85,849,295,600,1,2,1,1,55,53,54,53,27,53,11,9,14,23,7,9,12,11,20,10,26,29,22,52,23,41,36,25,68,6,24,12,4,37,18,23,9,12,11,55,53,54,53,53,23,17,19,19,19,17,22,21,23,21,20,23,20,20,24,20,55,0,0,1,0,0,1
54,59,160000,23,185,79,1439,312,1000,1,4,2,1,64,55,47,51,38,57,48,58,56,49,39,51,41,39,44,48,65,63,63,48,57,50,64,54,63,54,44,36,54,48,60,48,39,34,31,5,7,7,12,8,56,53,52,52,52,53,54,54,50,54,47,45,47,47,46,47,14,0,0,1,0,0,1
54,54,90000,29,185,79,1427,311,800,1,3,2,1,58,49,52,48,48,56,46,55,54,62,31,47,32,34,58,55,54,61,34,45,56,47,68,55,56,45,53,54,45,45,43,45,42,46,55,8,9,10,13,9,53,51,51,51,51,51,53,54,54,54,54,54,54,54,54,54,16,0,0,1,0,0,1
54,74,250000,17,184,76,928,307,500,1,3,1,1,57,55,54,58,31,52,20,9,12,26,14,13,14,20,30,11,31,30,28,33,45,41,53,29,52,12,20,14,8,31,21,33,9,12,14,57,55,54,52,58,22,19,19,19,19,19,22,23,24,23,22,23,22,21,22,21,55,0,0,1,0,0,1
54,61,220000,20,183,74,1274,271,550,1,3,2,1,51,53,41,55,21,50,34,63,60,44,32,55,30,39,30,58,54,48,51,51,60,38,69,52,58,48,25,13,58,52,57,49,19,19,11,10,14,8,6,8,56,52,54,54,54,52,54,52,48,52,37,36,37,36,34,36,16,0,0,1,0,0,1
54,73,275000,18,183,65,1430,299,550,1,2,2,1,66,44,55,57,37,40,44,45,47,61,39,53,53,39,62,57,67,66,70,49,67,49,56,46,33,37,44,28,40,57,45,61,34,40,49,9,7,13,14,10,51,53,52,52,52,53,56,56,54,56,50,49,50,49,44,49,16,0,0,1,0,0,1
54,73,275000,19,183,75,1320,287,750,1,3,2,1,70,49,47,59,26,36,48,49,37,50,46,59,42,36,38,59,67,73,68,40,61,64,41,33,37,38,35,24,49,51,45,50,20,29,27,11,14,10,13,6,53,54,54,54,54,54,55,55,48,55,43,39,43,41,35,41,16,0,0,1,0,0,1
54,74,275000,18,186,79,1319,285,1000,0,3,2,1,63,29,39,43,54,57,40,30,51,44,32,38,35,20,34,42,65,62,58,49,50,31,67,56,59,21,52,54,35,40,35,47,55,55,53,12,8,14,13,9,43,42,41,41,41,42,43,46,44,46,52,51,52,54,56,54,17,0,0,1,0,0,1
54,65,240000,22,165,61,1371,284,5000,1,3,2,1,68,39,55,57,28,37,55,38,39,52,35,57,51,49,58,51,69,67,75,44,86,49,57,41,30,35,45,24,45,59,31,49,26,29,30,14,5,6,7,12,48,53,50,50,50,53,55,55,51,55,45,42,45,43,37,43,15,0,0,1,0,0,1
54,68,250000,19,175,72,1398,292,750,1,3,2,1,59,47,53,60,27,46,53,45,34,51,44,62,52,49,55,60,59,59,55,51,69,55,51,49,44,47,46,22,41,54,51,61,25,29,27,15,7,14,10,13,51,54,53,53,53,54,56,56,52,56,45,44,45,43,37,43,18,0,0,1,0,0,1
54,68,250000,19,183,76,1302,279,1000,1,2,2,1,67,52,34,53,20,53,27,55,52,37,46,53,35,33,26,51,68,66,63,53,60,52,66,52,58,47,40,12,55,40,52,45,18,19,16,13,15,7,7,8,56,50,52,52,52,50,51,50,43,50,37,34,37,36,35,36,17,0,0,1,0,0,1
54,66,240000,18,178,73,1327,288,2000,1,2,2,1,61,32,42,47,51,55,50,28,38,46,29,46,37,34,35,47,68,55,56,53,43,40,60,52,54,30,61,55,39,37,39,40,51,53,50,11,9,5,10,6,44,46,44,44,44,46,46,49,46,49,54,51,54,54,54,54,16,0,0,1,0,0,1
54,69,250000,17,162,60,1315,277,500,1,3,2,1,54,49,49,59,28,38,42,54,37,54,39,59,43,40,47,58,55,54,62,55,69,50,48,46,32,39,42,21,50,53,40,54,30,28,30,5,13,9,5,6,52,54,54,54,54,54,56,55,52,55,44,43,44,42,37,42,15,0,0,1,0,1,0
54,64,230000,22,179,67,1433,311,500,0,2,2,1,67,37,40,45,51,71,45,28,45,43,34,42,37,26,37,43,69,66,58,48,56,53,80,66,69,42,79,52,44,35,34,39,50,53,50,9,12,11,6,11,47,45,44,44,44,45,45,48,46,48,53,52,53,54,57,54,16,0,0,1,0,0,1
54,63,240000,22,178,70,1470,313,1000,1,3,2,1,53,42,52,54,51,61,42,40,49,60,33,53,30,30,55,54,56,50,60,50,70,48,67,56,64,42,60,52,48,57,40,46,50,51,52,15,12,10,5,9,51,51,51,51,51,51,55,54,56,54,54,56,54,54,56,54,17,0,0,1,1,0,0
54,73,240000,18,186,88,840,295,500,1,3,1,1,50,52,49,58,32,54,14,6,13,20,6,7,10,13,26,13,32,32,23,47,34,37,41,27,56,7,20,13,4,30,14,24,7,12,13,50,52,49,54,58,21,17,18,18,18,17,21,21,22,21,21,23,21,21,22,21,55,0,0,1,0,0,1
54,64,230000,19,173,59,1401,299,500,1,3,2,1,76,53,46,54,26,44,40,54,50,48,44,52,40,43,45,51,77,75,70,53,59,54,71,62,35,50,35,24,52,50,55,51,21,25,21,8,9,10,11,7,55,54,54,54,54,54,55,56,50,56,44,40,44,43,36,43,16,0,0,1,0,0,1
54,63,230000,20,178,69,1310,298,2000,0,3,2,1,78,28,34,50,48,60,45,30,37,33,20,48,25,32,21,48,75,80,73,47,52,27,63,58,64,20,54,50,46,37,31,38,45,52,53,9,7,7,8,13,45,47,44,44,44,47,45,49,42,49,53,47,53,54,52,54,15,0,0,1,0,0,1
54,64,230000,20,169,66,1413,295,500,1,3,2,1,59,36,49,54,49,48,44,27,49,56,35,56,38,34,47,49,62,57,50,52,78,51,57,66,39,37,47,48,50,51,40,42,50,50,47,11,9,7,7,12,48,49,49,49,49,49,52,54,53,54,54,53,54,54,51,54,16,0,0,1,0,0,1
54,73,250000,17,180,74,1266,269,500,1,3,2,1,60,29,32,36,57,55,29,29,52,35,24,25,29,30,30,39,62,59,58,46,64,35,72,61,53,25,46,57,24,31,35,36,56,59,57,11,10,6,6,11,39,36,35,35,35,36,37,39,39,39,51,49,51,53,56,53,15,0,0,1,0,0,1
54,70,275000,19,183,72,1332,295,600,1,3,2,1,67,29,43,48,49,59,41,29,41,52,22,46,32,34,38,48,66,67,58,49,61,28,70,66,60,27,46,45,44,39,30,34,51,51,50,9,12,9,6,5,45,47,45,45,45,47,48,50,48,50,54,51,54,54,52,54,15,0,0,1,0,0,1
54,57,110000,25,191,69,910,306,3000,1,3,1,1,55,53,53,56,36,53,13,8,12,23,6,7,14,14,23,12,30,44,35,47,42,40,42,25,54,5,22,10,4,53,16,39,17,12,10,55,53,53,53,56,22,20,21,21,21,20,25,23,25,23,22,24,22,22,23,22,55,0,0,1,0,0,1
54,68,210000,16,186,76,838,287,500,1,3,1,1,55,50,50,58,17,57,14,7,13,25,8,5,14,13,17,18,15,21,33,38,34,38,50,28,53,8,22,9,4,27,17,36,9,14,14,55,50,50,57,58,20,16,17,17,17,16,20,19,21,19,20,22,20,20,22,20,55,0,0,1,0,0,1
54,61,220000,24,172,71,1588,337,500,1,3,2,1,67,48,51,56,48,67,43,45,45,55,50,52,43,42,52,55,69,65,73,55,73,53,72,66,62,53,80,52,49,53,41,48,44,50,45,14,8,8,11,10,54,54,53,53,53,54,56,56,56,56,55,56,55,55,55,55,17,0,0,1,0,0,1
54,70,275000,18,188,73,1366,290,500,1,2,3,1,56,55,50,55,24,50,51,54,48,51,52,58,53,45,42,55,54,58,56,44,51,65,49,48,58,47,31,20,53,53,59,50,26,20,15,11,10,11,10,8,56,53,54,54,54,53,55,55,49,55,41,39,41,39,35,39,16,0,0,1,0,0,1
54,70,240000,18,185,75,916,310,500,1,2,1,1,55,54,58,56,34,53,15,8,10,28,10,9,15,5,28,17,34,34,38,42,38,44,55,25,55,8,22,10,8,35,15,32,8,12,12,55,54,58,53,56,23,20,21,21,21,20,24,24,25,24,22,24,22,21,22,21,55,0,0,1,0,0,1
54,72,275000,19,179,64,1513,326,5000,1,2,2,1,66,43,50,59,48,60,40,38,47,61,34,61,35,40,55,54,68,65,66,56,73,58,58,65,58,41,59,43,49,45,41,40,41,58,52,15,10,5,8,14,54,54,53,53,53,54,56,57,56,57,56,56,56,55,54,55,18,0,0,1,0,0,1
54,64,240000,21,170,63,1528,330,4000,1,4,2,1,64,48,55,57,49,57,53,48,51,61,40,54,44,38,57,61,68,61,58,51,68,54,60,57,56,44,60,42,46,51,43,50,45,52,59,12,13,7,6,8,55,55,54,54,54,55,57,58,56,58,56,56,56,56,54,56,16,0,0,1,0,0,1
54,70,275000,19,167,57,1351,292,500,1,3,3,1,73,42,49,60,30,38,48,45,35,51,36,57,46,37,46,57,74,72,83,42,80,40,36,51,33,41,34,28,49,53,34,48,32,29,30,5,15,12,11,9,50,55,52,52,52,55,56,56,50,56,47,42,47,45,37,45,16,0,0,1,0,1,0
54,54,110000,27,166,65,1395,304,500,1,3,2,1,76,44,47,54,29,54,51,40,38,48,44,50,46,44,42,51,73,79,77,45,76,52,49,72,49,44,43,20,50,48,35,46,29,35,21,9,14,7,6,8,51,52,50,50,50,52,52,54,49,54,47,42,47,45,38,45,15,0,0,1,0,0,1
54,63,230000,20,176,78,1333,287,500,0,3,3,1,67,26,31,47,56,60,42,24,43,23,31,53,31,30,26,30,65,68,56,55,70,24,62,64,59,25,56,55,38,40,40,38,52,63,57,12,11,7,6,15,41,42,39,39,39,42,40,45,40,45,53,48,53,54,55,54,18,0,0,1,0,0,1
54,72,250000,17,177,77,1421,308,500,1,3,2,1,62,38,49,53,50,56,42,36,46,56,34,51,35,36,52,53,64,60,57,53,65,48,57,58,56,32,54,51,34,47,44,46,52,50,48,9,11,11,8,11,48,49,48,48,48,49,51,52,52,52,54,55,54,54,54,54,17,0,0,1,1,0,0
54,64,220000,20,190,86,1211,262,2000,1,3,2,1,57,25,28,31,53,68,28,18,52,30,31,25,26,28,22,28,53,61,45,50,45,40,66,63,80,20,45,51,30,28,37,37,51,57,55,14,10,9,7,6,39,32,33,33,33,32,33,36,35,36,48,46,48,51,56,51,16,0,0,1,0,0,1
